SNO,INSTCODE,NAME OF THE INSTITUTION,DIST,PLACE,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLFEE
1168,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,PUTTUR,CAI,110724,122326,144637,146949,136986,136986,129756,135927,142242,142242,110724,122326,137042,150466,118498,145037,136215,142517,43000
1169,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,PUTTUR,CIV,148452,148452,149445,149445,148452,148452,148452,148452,148452,148452,148452,148452,148452,148452,148452,148452,,,43000
1170,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,PUTTUR,CSE,84869,101027,140190,140190,146633,150842,112857,112857,128189,146358,84869,148436,145586,145586,125513,134514,105585,123526,43000
1171,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,PUTTUR,CSM,107470,107470,141767,144968,144830,144830,142303,145284,145358,149635,107470,107470,150320,150320,135793,135793,127227,143928,43000
1172,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,PUTTUR,ECE,104977,105351,151729,151729,150562,150562,146232,146232,150634,150634,122406,122406,143538,146478,140800,140800,141377,146100,43000
1173,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,PUTTUR,EEE,140181,140181,149561,149561,140181,140181,150727,150727,140181,140181,140181,140181,140181,140181,140181,140181,146712,,43000
1174,SVPP,"SRI VENKATESA PERUMAL COLLEGE
OF ENGG. AND TECH",CTR,PUTTUR,MEC,121126,121126,121126,121126,121126,121126,121126,121126,121126,121126,121126,121126,121126,121126,121126,121126,,,43000
1175,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,TIRUPATHI,CHE,84713,84713,133930,147820,120710,120710,135017,139753,147180,147180,105747,105747,108573,108573,140000,140000,110198,98002,29940
1176,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,TIRUPATHI,CIV,70053,70053,94483,109221,78489,78489,70053,77137,121609,121609,70053,70053,138442,138442,117554,117554,93659,109530,29940
1177,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,TIRUPATHI,CSE,6889,6889,14912,14912,31171,31171,7459,7459,7346,7346,6889,6889,6889,6889,6889,6889,4648,7583,29940
1178,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,TIRUPATHI,ECE,9967,9967,25195,25195,37827,37827,11076,11076,9967,9967,9967,9967,13508,13508,43127,43127,10970,7803,29940
1179,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,TIRUPATHI,EEE,17061,17061,47482,47482,67386,67386,31266,31266,41568,56273,117496,117496,22315,46027,52502,57662,32455,40386,29940
1180,SVUC,S V U COLLEGE OF ENGG. TIRUPATHI,CTR,TIRUPATHI,MEC,57223,57223,76480,142506,103856,136926,134651,141918,130890,130890,57223,57223,141555,141555,101070,117840,76395,80153,29940
1181,SVUCSS,"S V U COLLEGE OF ENGG. SELF
SUPPORTINGTIRUPATHI",CTR,TIRUPATHI,CAI,49394,49394,150286,150286,132884,132884,133651,133651,131479,131479,49394,75356,146638,146638,135445,137471,122507,73146,149940
1182,SVUCSS,"S V U COLLEGE OF ENGG. SELF
SUPPORTINGTIRUPATHI",CTR,TIRUPATHI,CSE,60126,99624,136717,136717,101067,139179,76124,99624,60126,99624,60126,99624,145990,145990,64876,99624,111035,73186,149940
1183,SVUCSS,"S V U COLLEGE OF ENGG. SELF
SUPPORTINGTIRUPATHI",CTR,TIRUPATHI,ECE,122716,122716,138268,138268,144154,144154,124833,124833,127623,127623,122716,122716,122716,122716,122716,122716,110841,,149940
1184,SVUPSF,"S V UNIVERSITY COLLEGE OF
SCIENCESSELF FINANCE",CTR,TIRUPATHI,PHM,125417,125417,125417,125417,125417,125417,125417,125417,125417,125417,125417,125417,125417,125417,125417,125417,,,46000
1185,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CHITTOOR,CAI,48372,48372,127576,138027,139710,139710,64417,64417,89660,98045,120765,120765,96618,96618,96345,96345,63925,62572,43000
1186,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CHITTOOR,CIT,73242,73242,142074,142074,145742,151086,105365,117763,99775,107561,73242,73242,97320,115575,123343,123343,82624,84641,43000
1187,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CHITTOOR,CIV,133826,133826,151034,151034,139629,140318,145483,145483,149273,149273,133826,133826,145129,145129,147449,147449,147798,,43000
1188,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CHITTOOR,CSE,116446,116446,126139,126139,151730,151730,116446,116446,120063,120063,116446,116446,116446,116446,122543,122543,68057,66722,43000
1189,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CHITTOOR,ECE,92719,92719,150899,151246,151385,151385,110407,110407,129417,133613,127568,127568,146339,146339,133332,133332,105050,97487,43000
1190,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CHITTOOR,EEE,123308,123308,151514,151514,123308,144544,130134,140718,146182,149620,123308,123308,144758,144758,144264,144264,147729,133055,43000
1191,VEMU,VEMU INSTITUTE OF TECHNOLOGY,CTR,CHITTOOR,MEC,126490,126490,139769,139769,145995,145995,146564,147442,142984,142984,126490,126490,126490,126490,126490,126490,141942,144418,43000
1192,VISM,VISWAM ENGINEERING COLLEGE,CTR,MADANAPALLE,AID,92322,92322,119666,141014,123930,123930,129424,135129,146038,146038,92322,92322,122324,125151,148800,148800,108574,117022,43000
1193,VISM,VISWAM ENGINEERING COLLEGE,CTR,MADANAPALLE,CIV,149700,149700,149700,149700,149700,149700,149700,149700,149700,149700,149700,149700,149700,149700,149700,149700,,,43000
1194,VISM,VISWAM ENGINEERING COLLEGE,CTR,MADANAPALLE,CSE,73761,73761,147332,149738,145513,145513,92777,106309,111546,111546,73761,73761,139095,139095,97757,99344,91883,105388,43000
1195,VISM,VISWAM ENGINEERING COLLEGE,CTR,MADANAPALLE,ECE,114955,114955,145494,149223,147419,147419,145295,145295,150081,150081,143582,143582,142070,145622,147590,147590,142047,137953,43000
1196,VISM,VISWAM ENGINEERING COLLEGE,CTR,MADANAPALLE,EEE,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,150557,,147702,43000
1197,VISM,VISWAM ENGINEERING COLLEGE,CTR,MADANAPALLE,MEC,149409,149409,149409,149409,149409,149409,149409,149409,149409,149409,149409,149409,149409,149409,149409,149409,,,43000
1198,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,KADAPA,AID,81471,81471,151230,151230,81471,81471,125916,125916,138019,138019,81471,81471,131186,131186,91269,93753,87474,102983,56650
1199,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,KADAPA,CIV,140774,140774,140774,140774,140774,140774,140774,140774,140774,140774,140774,140774,140774,140774,140774,140774,,,56650
1200,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,KADAPA,CSE,121611,121611,143014,146913,130289,130526,121611,146057,121611,121818,121611,121611,137424,141533,121611,121611,73627,77847,56650
1201,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,KADAPA,CSM,74696,74696,140175,140175,136142,136142,125771,125771,126916,126916,74696,74696,119046,119046,80852,80852,78196,72206,56650
1202,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,KADAPA,ECE,74894,98946,147427,151017,149877,149877,129809,149390,149543,149874,110397,110397,140807,146304,102186,139443,100707,103819,56650
1203,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,KADAPA,EEE,147955,147955,147955,151083,147955,147955,147955,147955,147955,147955,147955,147955,149770,149770,147955,147955,,,56650
1204,AITK,"ANNAMACHARYA INST OF TECH AND
SCI",KDP,KADAPA,MEC,114693,114693,114693,114693,114693,114693,114693,114693,114693,114693,114693,114693,114693,114693,114693,114693,,,56650
1205,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,AID,84532,84532,150403,150403,84532,84532,84532,84532,85665,85957,92190,92190,92589,98380,84532,93345,66580,67063,75570
1206,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,AIM,54082,54082,136661,144827,62364,62455,73200,85675,82006,82006,54082,125927,123961,123961,108414,108414,59840,54349,75570
1207,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,CAI,43115,82849,138821,143946,45240,82849,81972,82849,62283,145229,43115,82849,68436,82849,87262,87262,52339,52235,75570
1208,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,CIV,144878,144878,144878,144878,144878,144878,144878,148000,144878,144878,144878,144878,144878,144878,144878,144878,136532,128351,75570
1209,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,CSD,54476,54476,142630,149230,138648,151132,54540,72058,66755,72263,70651,70651,74919,110371,71311,71311,48764,49490,75570
1210,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,CSE,111608,111608,111608,114022,131088,134387,111608,111608,111608,111608,111608,111608,111608,111608,111608,111608,32483,33109,75570
1211,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,ECE,48897,48897,135912,147831,144258,147938,145284,145284,84489,84489,81873,98643,97473,97473,84124,84124,59232,59469,75570
1212,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,EEE,135630,135630,139737,150882,145133,145133,147348,147348,150903,150903,136258,136258,148070,148070,144140,145297,143506,125416,75570
1213,AITS,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCIENCES",KDP,RAJAMPETA,MEC,108408,124374,142649,142649,108408,124374,108408,124374,108408,124374,108408,124374,133701,133701,150517,150517,146174,,75570
1214,ANMB,ACHARYA COLLEGE OF ENGINEERING,KDP,BADVEL,CSE,77864,77864,77864,77864,77864,77864,77864,77864,77864,77864,77864,77864,77864,77864,77864,77864,,,43000
1215,ANMB,ACHARYA COLLEGE OF ENGINEERING,KDP,BADVEL,ECE,132258,132258,132258,132258,132258,132258,132258,132258,132258,132258,132258,132258,132258,132258,132258,132258,,,43000
1216,BITS,"BHASKAR  INSTITUTE  OF
TECHNOLOGY & SCIENCE",KDP,RAYACHOTY,AI,141037,141037,141037,141037,141037,141037,141037,141037,141037,141037,141037,141037,141037,141037,141037,141037,,,43000
1217,BITS,"BHASKAR  INSTITUTE  OF
TECHNOLOGY & SCIENCE",KDP,RAYACHOTY,CSE,146098,146098,151001,151001,146098,146098,146098,146098,146098,146098,146098,146098,146098,146098,146098,146098,,,43000
1218,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,PALLAVOLU,CAI,96460,96460,141072,141072,143745,143745,148414,148414,145094,150550,150933,150933,151027,151027,125437,138221,137721,147231,43000
1219,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,PALLAVOLU,CIV,41740,41740,41740,41740,41740,41740,41740,41740,41740,41740,41740,41740,41740,41740,41740,41740,,,43000
1220,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,PALLAVOLU,CSD,98592,98592,127206,150368,133397,133397,135794,135794,131559,144358,98592,98592,142829,149820,149496,149496,123080,124862,43000
1221,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,PALLAVOLU,CSE,64198,64198,151329,151329,150950,150950,114696,116241,114380,114380,112366,112366,129744,129744,76976,78892,87557,84718,43000
1222,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,PALLAVOLU,CSM,81692,81692,148727,148727,124924,124924,130324,145532,147884,147884,81692,105571,148191,148191,112172,142931,130631,145737,43000
1223,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,PALLAVOLU,ECE,112752,134139,148410,148410,134745,150152,141605,148294,149466,149466,112752,134139,133136,134139,147849,147849,150409,143772,43000
1224,CBIT,"CHAITANYA BHARATHI INSTITUTE OF
TECHNOLOGY",KDP,PALLAVOLU,EEE,137099,137099,142682,142682,137099,137099,137099,137099,137099,137099,137099,137099,137099,137099,137664,137664,,,43000
1225,GTMW,GOUTHAMI INST OF TECHNOLOGY MGMT FOR WOMEN,KDP,PRODDATUR,CSE,,120814,,151564,,120814,,151249,,146359,,,,148517,,139332,,141352,43000
1226,GTMW,GOUTHAMI INST OF TECHNOLOGY MGMT FOR WOMEN,KDP,PRODDATUR,CSM,,150709,,150709,,150709,,150709,,150709,,,,150709,,150709,,,43000
1227,GTMW,GOUTHAMI INST OF TECHNOLOGY MGMT FOR WOMEN,KDP,PRODDATUR,ECE,,112571,,149174,,126653,,150073,,142000,,,,147979,,112571,,135484,43000
1228,GTMW,GOUTHAMI INST OF TECHNOLOGY MGMT FOR WOMEN,KDP,PRODDATUR,EEE,,82275,,82275,,82275,,82275,,82275,,,,82275,,82275,,,43000
1229,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,PULIVENDULA,CIV,83993,83993,137964,137964,147949,147949,133041,140643,144598,148809,83993,83993,144771,144771,133192,133192,143314,120264,10000
1230,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,PULIVENDULA,CSE,13701,13701,29683,38713,54910,56931,14681,14681,17711,17711,33574,51474,21474,21474,20401,20401,15539,15546,10000
1231,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,PULIVENDULA,ECE,18552,21302,46717,46717,70932,70932,24327,34513,22607,35485,18552,21302,25073,55703,28278,28278,25231,16107,10000
1232,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,PULIVENDULA,EEE,40902,49163,115250,115250,89572,93207,126681,126681,95422,147513,40902,49163,142344,142344,122469,141291,80094,85195,10000
1233,JNTP,"JNTUA COLLEGE OF ENGG
PULIVENDULA",KDP,PULIVENDULA,MEC,95591,95591,151569,151569,142042,143731,146121,149506,137192,146229,146458,146458,119520,119520,133424,136693,130741,143867,10000
1234,KLMW,KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN,KDP,KADAPA,AID,,141508,,147720,,141508,,141508,,141508,,,,141508,,141508,,145967,43000
1235,KLMW,KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN,KDP,KADAPA,AIM,,149281,,149281,,149281,,149281,,149281,,,,149281,,149281,,,43000
1236,KLMW,KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN,KDP,KADAPA,CSE,,93213,,149240,,150934,,141614,,150222,,148380,,128965,,123650,,140668,43000
1237,KLMW,KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGG FOR WOMEN,KDP,KADAPA,ECE,,145619,,145619,,145619,,150528,,150829,,,,149141,,145619,,147497,43000
1238,KORM,"KANDULA OBUL REDDY MEMORIAL
COLL. OF ENGG.",KDP,KADAPA,AIM,109157,109157,109157,109157,109157,109157,109157,109157,109157,109157,109157,109157,109157,109157,109157,109157,,,43000
1239,KORM,"KANDULA OBUL REDDY MEMORIAL
COLL. OF ENGG.",KDP,KADAPA,CSE,102697,149881,151592,151592,110425,149881,140433,149881,142119,149881,102697,149881,142629,149881,148628,149881,144957,141877,43000
1240,KORM,"KANDULA OBUL REDDY MEMORIAL
COLL. OF ENGG.",KDP,KADAPA,ECE,121982,121982,128225,128225,121982,121982,150586,150586,121982,121982,121982,121982,121982,121982,150812,150812,132879,130976,43000
1241,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,KADAPA,AIM,55650,128892,121202,128892,128089,139452,77477,128892,93697,128892,118529,128892,118644,143006,96891,128892,76635,77386,62370
1242,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,KADAPA,CIV,150302,150302,151363,151363,150302,150302,150302,150302,150302,150302,150302,150302,150302,150302,150302,150302,,,62370
1243,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,KADAPA,CSE,46794,46794,117191,125458,146856,147272,78947,78947,76204,76204,78130,78130,74461,74461,63109,63109,51620,52162,62370
1244,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,KADAPA,ECE,66460,66460,136965,139559,151466,151466,131538,131538,130218,132254,111581,111581,123687,123687,85816,148642,85480,84231,62370
1245,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,KADAPA,EEE,112423,112423,151120,151120,126489,151413,148882,148882,144781,147962,131489,131489,148292,148292,112423,142948,145564,118633,62370
1246,KSRM,K S R M COLLEGE OF ENGINEERING,KDP,KADAPA,MEC,150684,150684,150684,150684,150684,150684,150684,150684,150684,150684,150684,150684,150684,150684,150684,150684,,,62370
1247,NIST,"NARAYANADRI INST OF SCI
TECHNOLOGY",KDP,RAJAMPETA,CSE,56009,121184,56009,121184,56009,121184,56009,121184,56009,121184,56009,121184,56009,121184,56009,121184,,,43000
1248,SATS,"SRI ANNAMACHARYA INSTITUTE OF
TECHNOLOGY AND SCIENCE",KDP,RAJAMPETA,CSD,123910,123910,123910,123910,123910,123910,123910,123910,123910,123910,123910,123910,123910,123910,123910,123910,,,43000
1249,SATS,"SRI ANNAMACHARYA INSTITUTE OF
TECHNOLOGY AND SCIENCE",KDP,RAJAMPETA,CSE,134687,134687,134687,134687,134687,134687,134687,134687,134687,134687,134687,134687,134687,134687,134687,134687,,,43000
1250,SLVP,"SRI LAKSHMI VENKATESWARA INST
OF PHARM SCI",KDP,PRODDATUR,PHM,68390,81282,68390,81282,68390,81282,68390,81282,68390,81282,68390,81282,68390,81282,68390,81282,,,38000
1251,SRIP,"SAI RAJESWARI INSTITUTE OF
TECHNOLOGY",KDP,PRODDATUR,CIV,139406,139406,139406,139406,139406,139406,139406,139406,139406,139406,139406,139406,139406,139406,139406,139406,,,43000
1252,SRIP,"SAI RAJESWARI INSTITUTE OF
TECHNOLOGY",KDP,PRODDATUR,CSE,134530,150177,138839,150177,134530,150177,142083,150177,134853,150177,134530,150177,149519,150177,134530,150177,149157,147404,43000
1253,SRIP,"SAI RAJESWARI INSTITUTE OF
TECHNOLOGY",KDP,PRODDATUR,CSM,128894,142648,128894,142648,128894,142648,128894,142648,128894,142648,128894,142648,128894,142648,128894,142648,,,43000
1254,SRIP,"SAI RAJESWARI INSTITUTE OF
TECHNOLOGY",KDP,PRODDATUR,ECE,147691,147691,147691,150534,147691,147691,147691,147691,147691,147691,147691,147691,147691,147691,147691,147691,,,43000
1255,SRSR,"SRI SAI INSTITUTE OF TECHNOLOGY.
AND SCI.",KDP,RAYCHOTI,CSE,135777,135777,143082,148079,146650,146650,147880,147880,150578,150578,135777,135777,135777,135777,146117,146117,148938,147197,43000
1256,SRSR,"SRI SAI INSTITUTE OF TECHNOLOGY.
AND SCI.",KDP,RAYCHOTI,ECE,150660,150660,150660,150660,150660,150660,150660,150660,150660,150660,150660,150660,150660,150660,150660,150660,,,43000
1257,SRTS,"SRINIVASA INST OF TECHNOLOGY
AND SCIENCE",KDP,KADAPA,CSE,145655,145655,151717,151717,145655,145655,145655,149762,151124,151124,145655,145655,145655,145655,145655,145655,,143450,43000
1258,SRTS,"SRINIVASA INST OF TECHNOLOGY
AND SCIENCE",KDP,KADAPA,ECE,136570,136623,138534,138534,137287,137287,136570,136623,136570,150885,136570,136623,136570,136623,146156,146156,,,43000
1259,SVCK,"SRI VENKATESWARA COLLEGE OF
ENGINEERING",KDP,KADAPA,CSE,123025,123025,140351,149222,145281,149920,142014,142014,143751,143751,147756,147756,136114,149565,147628,147628,137172,122885,43000
1260,SVCK,"SRI VENKATESWARA COLLEGE OF
ENGINEERING",KDP,KADAPA,CSM,100631,106003,124306,132075,130482,130482,100631,106003,100631,106003,100631,106003,100631,106003,149130,149130,146506,107688,43000
1261,SVCK,"SRI VENKATESWARA COLLEGE OF
ENGINEERING",KDP,KADAPA,ECE,140748,140748,151697,151697,146621,146621,140748,140748,140748,140748,140748,140748,140748,140748,140748,140748,149449,,43000
1262,SVIK,"SRI VENKATESWARA INST. OF
SCIENCE AND TECHNOLOGY",KDP,KADAPA,CIV,108790,108790,108790,108790,108790,108790,108790,108790,108790,108790,108790,108790,108790,108790,108790,108790,,,43000
1263,SVIK,"SRI VENKATESWARA INST. OF
SCIENCE AND TECHNOLOGY",KDP,KADAPA,CSE,135676,144993,139488,151087,149513,149513,150699,150699,135676,144993,135676,144993,135676,144993,135676,144993,147693,142757,43000
1264,VITS,"VAAGDEVI INSTITUTE OF
TECHNOLOGY. AND SCI.",KDP,PRODDATUR,CSE,151223,151223,151223,151223,151223,151223,151223,151223,151223,151223,151223,151223,151223,151223,151223,151223,142832,136959,43000
1265,VITS,"VAAGDEVI INSTITUTE OF
TECHNOLOGY. AND SCI.",KDP,PRODDATUR,ECE,145374,147662,145374,147662,145374,147662,145374,147662,145374,147662,145374,147662,145374,147662,145374,147662,,,43000
1266,VITS,"VAAGDEVI INSTITUTE OF
TECHNOLOGY. AND SCI.",KDP,PRODDATUR,EEE,125614,125614,125614,125614,125614,125614,125614,125614,125614,125614,125614,125614,125614,125614,125614,125614,,,43000
1267,YGVU,YGVU YSR ENGINEERING COLLEGE,KDP,PRODDATUR,CIV,121929,121929,139139,139139,146615,146615,121929,121929,139558,139558,121929,121929,137914,137914,121929,121929,,,15500
1268,YGVU,YGVU YSR ENGINEERING COLLEGE,KDP,PRODDATUR,CSE,32738,39944,66441,96347,81149,105980,46793,46793,71740,71740,32738,39944,60823,60823,50773,50773,49650,59837,15500
1269,YGVU,YGVU YSR ENGINEERING COLLEGE,KDP,PRODDATUR,ECE,28159,28159,127362,127362,123354,138847,76723,76723,107925,107925,55174,55174,67726,71649,100099,123845,106006,41399,15500
1270,YGVU,YGVU YSR ENGINEERING COLLEGE,KDP,PRODDATUR,EEE,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,,,151745,151745,151745,151745,,,15500
1271,YGVU,YGVU YSR ENGINEERING COLLEGE,KDP,PRODDATUR,MEC,151745,151745,151745,151745,151766,151767,151745,151745,151775,151775,,,151745,151745,151745,151745,,,15500
1272,ASKW,"ASHOKA WOMEN'S ENGINEERING
COLLEGE",KNL,KURNOOL,CAI,,58309,,140616,,146740,,81914,,84139,,,,119128,,68773,,88230,45980
1273,ASKW,"ASHOKA WOMEN'S ENGINEERING
COLLEGE",KNL,KURNOOL,CIV,,127170,,147924,,127170,,134978,,143176,,,,148848,,127170,,120343,45980
1274,ASKW,"ASHOKA WOMEN'S ENGINEERING
COLLEGE",KNL,KURNOOL,CSE,,51578,,119610,,142449,,94718,,91688,,116538,,98397,,72586,,81782,45980
1275,ASKW,"ASHOKA WOMEN'S ENGINEERING
COLLEGE",KNL,KURNOOL,ECE,,57200,,131636,,137806,,103439,,99569,,82251,,122156,,101920,,91678,45980
1276,ASKW,"ASHOKA WOMEN'S ENGINEERING
COLLEGE",KNL,KURNOOL,EEE,,,,151162,,,,110434,,148782,,,,140527,,123712,,145822,45980
1277,ASVR,SVR ENGINEERING COLLEGE,KNL,NANDYAL,CAI,148841,148841,148841,149887,148841,148841,149018,149018,150414,150414,148841,148841,150770,150770,149343,149343,148125,130746,43000
1278,ASVR,SVR ENGINEERING COLLEGE,KNL,NANDYAL,CSE,117456,132393,148318,150480,151068,151068,122821,132393,147408,147408,129737,132393,144197,144197,132983,133505,137817,131457,43000
1279,ASVR,SVR ENGINEERING COLLEGE,KNL,NANDYAL,ECE,107873,107873,131990,131990,133556,133556,147524,147524,146619,146619,107873,107873,148304,148304,122349,122349,119095,142828,43000
1280,BEMA,"BHEEMA INST OF TECHNOLOGY AND
SCI",KNL,ADONI,CIV,128355,128355,128355,128355,128355,128355,128355,128355,128355,128355,128355,128355,128355,128355,128355,128355,,,43000
1281,BEMA,"BHEEMA INST OF TECHNOLOGY AND
SCI",KNL,ADONI,CSE,133389,133389,149945,149945,133389,148791,142171,142171,133389,133389,133389,133389,133389,133389,149559,149559,122919,,43000
1282,BEMA,"BHEEMA INST OF TECHNOLOGY AND
SCI",KNL,ADONI,ECE,131302,137106,146962,146962,131302,137106,131302,137106,131302,137106,131302,137106,131302,137106,131302,137106,,,43000
1283,BEMA,"BHEEMA INST OF TECHNOLOGY AND
SCI",KNL,ADONI,EEE,148801,148801,148801,148801,148801,148801,148801,148801,148801,148801,148801,148801,148801,148801,148801,148801,,,43000
1284,BRNK,"BRINDAVAN INST OF TECHNOLOGY
AND SCI",KNL,KURNOOL,CSE,106251,106251,130214,146812,132738,132738,148785,148785,151131,151131,106251,106251,150773,150773,121258,121258,148539,148199,43000
1285,GPRE,G P R ENGINEERING. COLLEGE,KNL,KURNOOL,CIV,103837,131441,146739,148444,139620,149134,144804,144804,116745,145589,103837,131441,126580,149706,103837,131441,149467,101998,77000
1286,GPRE,G P R ENGINEERING. COLLEGE,KNL,KURNOOL,CSB,67149,67149,76270,76270,76400,86776,67149,67149,78863,78863,67149,67149,67149,67149,67149,67149,21894,24225,77000
1287,GPRE,G P R ENGINEERING. COLLEGE,KNL,KURNOOL,CSD,15852,15852,56720,64518,131812,140897,21963,23106,20824,20861,41669,41669,22331,22331,24747,24747,17431,16574,77000
1288,GPRE,G P R ENGINEERING. COLLEGE,KNL,KURNOOL,CSE,11382,11382,33108,34137,95602,123791,17672,17672,16286,16865,53732,53732,17328,17328,13267,13267,12278,13560,77000
1289,GPRE,G P R ENGINEERING. COLLEGE,KNL,KURNOOL,CSM,13946,13946,47119,56649,76897,76897,17456,17870,18279,19375,13946,95125,18113,18113,15281,18956,15739,15232,77000
1290,GPRE,G P R ENGINEERING. COLLEGE,KNL,KURNOOL,ECE,20034,20034,63634,63634,108407,108407,30974,30974,30601,30923,76557,76557,29050,31190,28055,33962,20603,21116,77000
1291,GPRE,G P R ENGINEERING. COLLEGE,KNL,KURNOOL,EEE,91295,91295,138109,138109,140764,140764,91295,91295,100101,100101,91295,91295,91295,91295,91295,91295,71487,71219,77000
1292,GPRE,G P R ENGINEERING. COLLEGE,KNL,KURNOOL,MEC,100560,115477,140118,151283,119678,148979,101689,115477,142571,142571,137755,137755,143422,143422,116553,116553,150972,147025,77000
1293,JONY,"ST. JOHNS COLLEGE OF ENGG. AND
TECHNOLOGY",KNL,YEMMIGANOOR,CAI,80679,80679,150363,150363,84865,115142,111345,128590,124569,145607,126209,126209,135318,135318,88204,88204,130562,125588,43000
1294,JONY,"ST. JOHNS COLLEGE OF ENGG. AND
TECHNOLOGY",KNL,YEMMIGANOOR,CIV,127860,127860,136105,136105,127860,127860,127860,127860,127860,127860,127860,127860,127860,127860,127860,127860,,,43000
1295,JONY,"ST. JOHNS COLLEGE OF ENGG. AND
TECHNOLOGY",KNL,YEMMIGANOOR,CSD,107412,118051,139505,150013,130407,134829,143760,150949,126465,148347,107412,141771,146293,150503,124990,124990,150262,,43000
1296,JONY,"ST. JOHNS COLLEGE OF ENGG. AND
TECHNOLOGY",KNL,YEMMIGANOOR,CSE,58151,58151,123375,123375,129491,140118,80992,80992,68601,68601,83818,83818,74434,74434,58151,58151,149486,118034,43000
1297,JONY,"ST. JOHNS COLLEGE OF ENGG. AND
TECHNOLOGY",KNL,YEMMIGANOOR,ECE,111778,111778,150075,150075,115847,115847,147243,150016,149512,149512,142062,142062,136049,150843,149384,149384,,,43000
